
way, 19
an actor's portrayal of someone in a play	Synset('character.n.04')	Synset('portrayal.n.02')	Synset('acting.n.01')	Synset('activity.n.01')	Synset('performing_arts.n.01')	Synset('act.n.02')	Synset('humanistic_discipline.n.01')	Synset('event.n.01')	Synset('discipline.n.01')	Synset('psychological_feature.n.01')	Synset('knowledge_domain.n.01')	Synset('abstraction.n.06')	Synset('content.n.05')	Synset('entity.n.01')	Synset('cognition.n.01')	Synset('psychological_feature.n.01')	Synset('abstraction.n.06')	Synset('entity.n.01')
assets belonging to or due to or contributed by an individual person or group	Synset('share.n.01')	Synset('assets.n.01')	Synset('possession.n.02')	Synset('relation.n.01')	Synset('abstraction.n.06')	Synset('entity.n.01')
one of the portions into which something is regarded as divided and which together constitute a whole	Synset('part.n.09')	Synset('concept.n.01')	Synset('idea.n.01')	Synset('content.n.05')	Synset('cognition.n.01')	Synset('psychological_feature.n.01')	Synset('abstraction.n.06')	Synset('entity.n.01')
a line of scalp that can be seen when sections of hair are combed in opposite directions	Synset('part.n.10')	Synset('line.n.11')	Synset('location.n.01')	Synset('object.n.01')	Synset('physical_entity.n.01')	Synset('entity.n.01')
the melody carried by a particular voice or instrument in polyphonic music	Synset('part.n.11')	Synset('tune.n.01')	Synset('music.n.01')	Synset('auditory_communication.n.01')	Synset('communication.n.02')	Synset('abstraction.n.06')	Synset('entity.n.01')
the part played by a person in bringing about a result	Synset('contribution.n.01')	Synset('attempt.n.01')	Synset('activity.n.01')	Synset('act.n.02')	Synset('event.n.01')	Synset('psychological_feature.n.01')	Synset('abstraction.n.06')	Synset('entity.n.01')

end, 8
either extremity of something that has length	Synset('end.n.01')	Synset('extremity.n.04')	Synset('region.n.01')	Synset('location.n.01')	Synset('object.n.01')	Synset('physical_entity.n.01')	Synset('entity.n.01')
the point in time at which something ends	Synset('end.n.02')	Synset('point.n.06')	Synset('measure.n.02')	Synset('abstraction.n.06')	Synset('entity.n.01')
the concluding parts of an event or occurrence	Synset('end.n.03')	Synset('ending.n.04')	Synset('happening.n.01')	Synset('event.n.01')	Synset('psychological_feature.n.01')	Synset('abstraction.n.06')	Synset('entity.n.01')
the state of affairs that a plan is intended to achieve and that (when achieved) terminates behavior intended to achieve it	Synset('goal.n.01')	Synset('content.n.05')	Synset('cognition.n.01')	Synset('psychological_feature.n.01')	Synset('abstraction.n.06')	Synset('entity.n.01')
a final part or section	Synset('end.n.05')	Synset('part.n.09')	Synset('concept.n.01')	Synset('idea.n.01')	Synset('content.n.05')	Synset('cognition.n.01')	Synset('psychological_feature.n.01')	Synset('abstraction.n.06')	Synset('entity.n.01')
a final state	Synset('end.n.06')	Synset('state.n.02')	Synset('attribute.n.02')	Synset('abstraction.n.06')	Synset('entity.n.01')
the surface at either extremity of a three-dimensional object	Synset('end.n.07')	Synset('surface.n.02')	Synset('boundary.n.01')	Synset('extremity.n.04')	Synset('region.n.01')	Synset('location.n.01')	Synset('object.n.01')	Synset('physical_entity.n.01')	Synset('entity.n.01')
(football) the person who plays at one end of the line of scrimmage	Synset('end.n.08')	Synset('lineman.n.01')	Synset('football_player.n.01')	Synset('athlete.n.01')	Synset('player.n.01')	Synset('contestant.n.01')	Synset('contestant.n.01')	Synset('person.n.01')	Synset('person.n.01')	Synset('causal_agent.n.01')	Synset('organism.n.01')	Synset('causal_agent.n.01')	Synset('organism.n.01')	Synset('physical_entity.n.01')	Synset('living_thing.n.01')	Synset('physical_entity.n.01')	Synset('living_thing.n.01')	Synset('entity.n.01')	Synset('whole.n.02')	Synset('entity.n.01')	Synset('whole.n.02')	Synset('object.n.01')	Synset('object.n.01')	Synset('physical_entity.n.01')	Synset('physical_entity.n.01')	Synset('entity.n.01')	Synset('entity.n.01')
a boundary marking the extremities of something	Synset('end.n.09')	Synset('boundary.n.01')	Synset('extremity.n.04')	Synset('region.n.01')	Synset('location.n.01')	Synset('object.n.01')	Synset('physical_entity.n.01')	Synset('entity.n.01')
one of two places from which people are communicating to each other	Synset('end.n.10')	Synset('topographic_point.n.01')	Synset('point.n.02')	Synset('location.n.01')	Synset('object.n.01')	Synset('physical_entity.n.01')	Synset('entity.n.01')
the part you are expected to play	Synset('end.n.11')	Synset('contribution.n.01')	Synset('attempt.n.01')	Synset('activity.n.01')	Synset('act.n.02')	Synset('event.n.01')	Synset('psychological_feature.n.01')	Synset('abstraction.n.06')	Synset('entity.n.01')
the last section of a communication	Synset('conclusion.n.08')	Synset('section.n.01')	Synset('music.n.01')	Synset('writing.n.02')	Synset('auditory_communication.n.01')	Synset('written_communication.n.01')	Synset('communication.n.02')	Synset('communication.n.02')	Synset('abstraction.n.06')	Synset('abstraction.n.06')	Synset('entity.n.01')	Synset('entity.n.01')
a piece of cloth that is left over after the rest has been used or sold	Synset('end.n.13')	Synset('piece_of_cloth.n.01')	Synset('fabric.n.01')	Synset('piece.n.01')	Synset('artifact.n.01')	Synset('part.n.02')	Synset('whole.n.02')	Synset('object.n.01')	Synset('object.n.01')	Synset('physical_entity.n.01')	Synset('physical_entity.n.01')	Synset('entity.n.01')	Synset('entity.n.01')
(American football) a position on the line of scrimmage	Synset('end.n.14')	Synset('lineman.n.04')	Synset('position.n.09')	Synset('role.n.04')	Synset('activity.n.01')	Synset('act.n.02')	Synset('event.n.01')	Synset('psychological_feature.n.01')	Synset('abstraction.n.06')	Synset('entity.n.01')

points, 6
a geometric element that has position but no extension	Synset('point.n.01')	Synset('component.n.01')	Synset('part.n.09')	Synset('concept.n.01')	Synset('idea.n.01')	Synset('content.n.05')	Synset('cognition.n.01')	Synset('psychological_feature.n.01')	Synset('abstraction.n.06')	Synset('entity.n.01')
the precise location of something; a spatially limited location	Synset('point.n.02')	Synset('location.n.01')	Synset('object.n.01')	Synset('physical_entity.n.01')	Synset('entity.n.01')
a brief version of the essential meaning of something	Synset('point.n.03')	Synset('meaning.n.01')	Synset('message.n.02')	Synset('communication.n.02')	Synset('abstraction.n.06')	Synset('entity.n.01')
an isolated fact that is considered separately from the whole	Synset('detail.n.01')	Synset('fact.n.01')	Synset('information.n.02')	Synset('cognition.n.01')	Synset('psychological_feature.n.01')	Synset('abstraction.n.06')	Synset('entity.n.01')
a specific identifiable position in a continuum or series or especially in a process	Synset('degree.n.02')	Synset('state.n.02')	Synset('attribute.n.02')	Synset('abstraction.n.06')	Synset('entity.n.01')
an instant of time	Synset('point.n.06')	Synset('measure.n.02')	Synset('abstraction.n.06')	Synset('entity.n.01')
the object of an activity	Synset('point.n.07')	Synset('aim.n.02')	Synset('goal.n.01')	Synset('content.n.05')	Synset('cognition.n.01')	Synset('psychological_feature.n.01')	Synset('abstraction.n.06')	Synset('entity.n.01')
a V shape	Synset('point.n.08')	Synset('convex_shape.n.01')	Synset('solid.n.03')	Synset('shape.n.02')	Synset('attribute.n.02')	Synset('abstraction.n.06')	Synset('entity.n.01')
a very small circular shape	Synset('point.n.09')	Synset('disk.n.01')	Synset('round_shape.n.01')	Synset('shape.n.02')	Synset('attribute.n.02')	Synset('abstraction.n.06')	Synset('entity.n.01')
the unit of counting in scoring a game or contest	Synset('point.n.10')	Synset('unit_of_measurement.n.01')	Synset('definite_quantity.n.01')	Synset('measure.n.02')	Synset('abstraction.n.06')	Synset('entity.n.01')
a promontory extending out into a large body of water	Synset('point.n.11')	Synset('promontory.n.01')	Synset('natural_elevation.n.01')	Synset('geological_formation.n.01')	Synset('object.n.01')	Synset('physical_entity.n.01')	Synset('entity.n.01')
a distinct part that can be specified separately in a group of things that could be enumerated on a list	Synset('item.n.01')	Synset('part.n.01')	Synset('relation.n.01')	Synset('abstraction.n.06')	Synset('entity.n.01')
a style in speech or writing that arrests attention and has a penetrating or convincing quality or effect	Synset('point.n.13')	Synset('relevance.n.01')	Synset('connection.n.01')	Synset('relation.n.01')	Synset('abstraction.n.06')	Synset('entity.n.01')
an outstanding characteristic	Synset('point.n.14')	Synset('characteristic.n.02')	Synset('quality.n.01')	Synset('attribute.n.02')	Synset('abstraction.n.06')	Synset('entity.n.01')
sharp end	Synset('point.n.15')	Synset('end.n.01')	Synset('extremity.n.04')	Synset('region.n.01')	Synset('location.n.01')	Synset('object.n.01')	Synset('physical_entity.n.01')	Synset('entity.n.01')
any of 32 horizontal directions indicated on the card of a compass	Synset('compass_point.n.01')	Synset('direction.n.02')	Synset('position.n.07')	Synset('relation.n.01')	Synset('abstraction.n.06')	Synset('entity.n.01')
a linear unit used to measure the size of type; approximately 1/72 inch	Synset('point.n.17')	Synset('linear_unit.n.01')	Synset('unit_of_measurement.n.01')	Synset('definite_quantity.n.01')	Synset('measure.n.02')	Synset('abstraction.n.06')	Synset('entity.n.01')
one percent of the total principal of a loan; it is paid at the time the loan is made and is independent of the interest on the loan	Synset('point.n.18')	Synset('loan.n.01')	Synset('debt.n.02')	Synset('liabilities.n.01')	Synset('possession.n.02')	Synset('relation.n.01')	Synset('abstraction.n.06')	Synset('entity.n.01')
a punctuation mark (.) placed at the end of a declarative sentence to indicate a full stop or after abbreviations	Synset('period.n.07')	Synset('punctuation.n.02')	Synset('mark.n.10')	Synset('written_symbol.n.01')	Synset('symbol.n.01')	Synset('signal.n.01')	Synset('communication.n.02')	Synset('abstraction.n.06')	Synset('entity.n.01')
a V-shaped mark at one end of an arrow pointer	Synset('point.n.20')	Synset('mark.n.10')	Synset('written_symbol.n.01')	Synset('symbol.n.01')	Synset('signal.n.01')	Synset('communication.n.02')	Synset('abstraction.n.06')	Synset('entity.n.01')
the dot at the left of a decimal fraction	Synset('decimal_point.n.01')	Synset('mathematical_notation.n.01')	Synset('notation.n.01')	Synset('writing.n.04')	Synset('written_communication.n.01')	Synset('communication.n.02')	Synset('abstraction.n.06')	Synset('entity.n.01')
the property of a shape that tapers to a sharp tip	Synset('point.n.22')	Synset('taper.n.02')	Synset('narrowing.n.01')	Synset('shape.n.01')	Synset('spatial_property.n.01')	Synset('property.n.02')	Synset('attribute.n.02')	Synset('abstraction.n.06')	Synset('entity.n.01')
a distinguishing or individuating characteristic	Synset('point.n.23')	Synset('characteristic.n.02')	Synset('quality.n.01')	Synset('attribute.n.02')	Synset('abstraction.n.06')	Synset('entity.n.01')
the gun muzzle's direction	Synset('point.n.24')	Synset('gun_muzzle.n.01')	Synset('opening.n.10')	Synset('artifact.n.01')	Synset('whole.n.02')	Synset('object.n.01')	Synset('physical_entity.n.01')	Synset('entity.n.01')
a wall socket	Synset('point.n.25')	Synset('wall_socket.n.01')	Synset('receptacle.n.03')	Synset('fitting.n.02')	Synset('accessory.n.02')	Synset('component.n.03')	Synset('part.n.02')	Synset('object.n.01')	Synset('physical_entity.n.01')	Synset('entity.n.01')
a contact in the distributor; as the rotor turns its projecting arm contacts them and current flows to the spark plugs	Synset('distributor_point.n.01')	Synset('contact.n.07')	Synset('junction.n.04')	Synset('connection.n.03')	Synset('instrumentality.n.03')	Synset('artifact.n.01')	Synset('whole.n.02')	Synset('object.n.01')	Synset('physical_entity.n.01')	Synset('entity.n.01')

side, 6
a place within a region identified relative to a center or reference location	Synset('side.n.01')	Synset('region.n.01')	Synset('location.n.01')	Synset('object.n.01')	Synset('physical_entity.n.01')	Synset('entity.n.01')
one of two or more contesting groups	Synset('side.n.02')	Synset('unit.n.03')	Synset('organization.n.01')	Synset('social_group.n.01')	Synset('group.n.01')	Synset('abstraction.n.06')	Synset('entity.n.01')
either the left or right half of a body	Synset('side.n.03')	Synset('area.n.03')	Synset('body_part.n.01')	Synset('part.n.03')	Synset('thing.n.12')	Synset('physical_entity.n.01')	Synset('entity.n.01')
a surface forming part of the outside of an object	Synset('side.n.04')	Synset('surface.n.02')	Synset('boundary.n.01')	Synset('extremity.n.04')	Synset('region.n.01')	Synset('location.n.01')	Synset('object.n.01')	Synset('physical_entity.n.01')	Synset('entity.n.01')
an extended outer surface of an object	Synset('side.n.05')	Synset('surface.n.01')	Synset('artifact.n.01')	Synset('whole.n.02')	Synset('object.n.01')	Synset('physical_entity.n.01')	Synset('entity.n.01')
an aspect of something (as contrasted with some other implied aspect)	Synset('side.n.06')	Synset('aspect.n.01')	Synset('feature.n.01')	Synset('property.n.04')	Synset('concept.n.01')	Synset('idea.n.01')	Synset('content.n.05')	Synset('cognition.n.01')	Synset('psychological_feature.n.01')	Synset('abstraction.n.06')	Synset('entity.n.01')
a line segment forming part of the perimeter of a plane figure	Synset('side.n.07')	Synset('line.n.11')	Synset('location.n.01')	Synset('object.n.01')	Synset('physical_entity.n.01')	Synset('entity.n.01')
a family line of descent	Synset('side.n.08')	Synset('lineage.n.01')	Synset('genealogy.n.01')	Synset('kin.n.02')	Synset('social_group.n.01')	Synset('group.n.01')	Synset('abstraction.n.06')	Synset('entity.n.01')
a lengthwise dressed half of an animal's carcass used for food	Synset('side.n.09')	Synset('cut.n.06')	Synset('meat.n.01')	Synset('food.n.02')	Synset('solid.n.01')	Synset('matter.n.03')	Synset('physical_entity.n.01')	Synset('entity.n.01')
an opinion that is held in opposition to another in an argument or dispute	Synset('side.n.10')	Synset('opinion.n.02')	Synset('message.n.02')	Synset('communication.n.02')	Synset('abstraction.n.06')	Synset('entity.n.01')
an elevated geological formation	Synset('slope.n.01')	Synset('geological_formation.n.01')	Synset('object.n.01')	Synset('physical_entity.n.01')	Synset('entity.n.01')
(sports) the spin given to a ball by striking it on one side or releasing it with a sharp twist	Synset('english.n.04')	Synset('spin.n.01')	Synset('rotation.n.03')	Synset('turning.n.04')	Synset('movement.n.03')	Synset('happening.n.01')	Synset('event.n.01')	Synset('psychological_feature.n.01')	Synset('abstraction.n.06')	Synset('entity.n.01')

member, 6
one of the persons who compose a social group (especially individuals who have joined and participate in a group organization)	Synset('member.n.01')	Synset('associate.n.01')	Synset('peer.n.01')	Synset('person.n.01')	Synset('causal_agent.n.01')	Synset('organism.n.01')	Synset('physical_entity.n.01')	Synset('living_thing.n.01')	Synset('entity.n.01')	Synset('whole.n.02')	Synset('object.n.01')	Synset('physical_entity.n.01')	Synset('entity.n.01')
anything that belongs to a set or class	Synset('member.n.02')	Synset('part.n.01')	Synset('relation.n.01')	Synset('abstraction.n.06')	Synset('entity.n.01')
an external body part that projects from the body	Synset('extremity.n.01')	Synset('external_body_part.n.01')	Synset('body_part.n.01')	Synset('part.n.03')	Synset('thing.n.12')	Synset('physical_entity.n.01')	Synset('entity.n.01')
an organization that is a member of another organization (especially a state that belongs to a group of nations)	Synset('member.n.04')	Synset('unit.n.03')	Synset('organization.n.01')	Synset('social_group.n.01')	Synset('group.n.01')	Synset('abstraction.n.06')	Synset('entity.n.01')
the male organ of copulation (`member' is a euphemism)	Synset('penis.n.01')	Synset('erectile_organ.n.01')	Synset('organ.n.01')	Synset('body_part.n.01')	Synset('part.n.03')	Synset('thing.n.12')	Synset('physical_entity.n.01')	Synset('entity.n.01')

things, 6
any movable possession (especially articles of clothing)	Synset('things.n.01')	Synset('property.n.01')	Synset('possession.n.02')	Synset('relation.n.01')	Synset('abstraction.n.06')	Synset('entity.n.01')
a special situation	Synset('thing.n.01')	Synset('situation.n.01')	Synset('state.n.02')	Synset('attribute.n.02')	Synset('abstraction.n.06')	Synset('entity.n.01')
an action	Synset('thing.n.02')	Synset('action.n.01')	Synset('act.n.02')	Synset('event.n.01')	Synset('psychological_feature.n.01')	Synset('abstraction.n.06')	Synset('entity.n.01')
a special abstraction	Synset('thing.n.03')	Synset('abstraction.n.01')	Synset('concept.n.01')	Synset('idea.n.01')	Synset('content.n.05')	Synset('cognition.n.01')	Synset('psychological_feature.n.01')	Synset('abstraction.n.06')	Synset('entity.n.01')
an artifact	Synset('thing.n.04')	Synset('artifact.n.01')	Synset('whole.n.02')	Synset('object.n.01')	Synset('physical_entity.n.01')	Synset('entity.n.01')
an event	Synset('thing.n.05')	Synset('happening.n.01')	Synset('event.n.01')	Synset('psychological_feature.n.01')	Synset('abstraction.n.06')	Synset('entity.n.01')
a vaguely specified concern	Synset('matter.n.01')	Synset('concern.n.01')	Synset('interest.n.01')	Synset('curiosity.n.01')	Synset('cognitive_state.n.01')	Synset('psychological_state.n.01')	Synset('condition.n.01')	Synset('state.n.02')	Synset('attribute.n.02')	Synset('abstraction.n.06')	Synset('entity.n.01')
a statement regarded as an object	Synset('thing.n.07')	Synset('statement.n.01')	Synset('message.n.02')	Synset('communication.n.02')	Synset('abstraction.n.06')	Synset('entity.n.01')
an entity that is not named specifically	Synset('thing.n.08')	Synset('entity.n.01')
any attribute or quality considered as having its own existence	Synset('thing.n.09')	Synset('attribute.n.02')	Synset('abstraction.n.06')	Synset('entity.n.01')
a special objective	Synset('thing.n.10')	Synset('aim.n.02')	Synset('goal.n.01')	Synset('content.n.05')	Synset('cognition.n.01')	Synset('psychological_feature.n.01')	Synset('abstraction.n.06')	Synset('entity.n.01')
a persistent illogical feeling of desire or aversion	Synset('thing.n.11')	Synset('feeling.n.01')	Synset('state.n.02')	Synset('attribute.n.02')	Synset('abstraction.n.06')	Synset('entity.n.01')
a separate and self-contained entity	Synset('thing.n.12')	Synset('physical_entity.n.01')	Synset('entity.n.01')

plants, 5
buildings for carrying on industrial labor	Synset('plant.n.01')	Synset('building_complex.n.01')	Synset('structure.n.01')	Synset('artifact.n.01')	Synset('whole.n.02')	Synset('object.n.01')	Synset('physical_entity.n.01')	Synset('entity.n.01')
(botany) a living organism lacking the power of locomotion	Synset('plant.n.02')	Synset('organism.n.01')	Synset('living_thing.n.01')	Synset('whole.n.02')	Synset('object.n.01')	Synset('physical_entity.n.01')	Synset('entity.n.01')
an actor situated in the audience whose acting is rehearsed but seems spontaneous to the audience	Synset('plant.n.03')	Synset('actor.n.01')	Synset('performer.n.01')	Synset('entertainer.n.01')	Synset('person.n.01')	Synset('causal_agent.n.01')	Synset('organism.n.01')	Synset('physical_entity.n.01')	Synset('living_thing.n.01')	Synset('entity.n.01')	Synset('whole.n.02')	Synset('object.n.01')	Synset('physical_entity.n.01')	Synset('entity.n.01')
something planted secretly for discovery by another	Synset('plant.n.04')	Synset('contrivance.n.03')	Synset('scheme.n.01')	Synset('plan_of_action.n.01')	Synset('plan.n.01')	Synset('idea.n.01')	Synset('content.n.05')	Synset('cognition.n.01')	Synset('psychological_feature.n.01')	Synset('abstraction.n.06')	Synset('entity.n.01')

centre, 5
a low-lying region in central France	Synset('centre.n.01')
an area that is approximately central within some larger region	Synset('center.n.01')	Synset('area.n.01')	Synset('region.n.03')	Synset('location.n.01')	Synset('object.n.01')	Synset('physical_entity.n.01')	Synset('entity.n.01')
a point equidistant from the ends of a line or the extremities of a figure	Synset('center.n.04')	Synset('point.n.02')	Synset('location.n.01')	Synset('object.n.01')	Synset('physical_entity.n.01')	Synset('entity.n.01')
a place where some particular activity is concentrated	Synset('center.n.11')	Synset('place.n.02')	Synset('geographical_area.n.01')	Synset('region.n.03')	Synset('location.n.01')	Synset('object.n.01')	Synset('physical_entity.n.01')	Synset('entity.n.01')
the sweet central portion of a piece of candy that is enclosed in chocolate or some other covering	Synset('center.n.14')	Synset('sweet.n.03')	Synset('dainty.n.01')	Synset('nutriment.n.01')	Synset('food.n.01')	Synset('substance.n.07')	Synset('matter.n.03')	Synset('physical_entity.n.01')	Synset('entity.n.01')
